feature_signature,group_size,distinct_labels
6425:0.00844729|18108:0.01529918|36899:0.01027245|41932:0.00668983|21582:0.03164601|45676:0.03884318|48347:0.01177683|43376:0.01249249|4296:0.02500258|3102:0.06536281|3111:0.01351151|3276:0.02610637|17263:0.03269444|43583:0.09481848|12776:0.02418347|28853:0.01511248|12546:0.08923303|270:0.01539727|27300:0.06339035|3224:0.02954548|41967:0.01057381|44924:0.01947752|38006:0.03151514|46557:0.05536895|45265:0.01236675|8783:0.01323845|45813:0.07356266|30070:0.16874005|21781:0.01785100|46296:0.01637741|29993:0.03277010|44203:0.03602005|11047:0.01656334|30018:0.02597396|44206:0.03089394|46303:0.02643935|3187:0.01465520|24137:0.01462535|39859:0.01952039|11075:0.02552726|11025:0.02365630|12813:0.02500776|13665:0.02067914|28854:0.02440109|46155:0.02302732|28159:0.02507243|27995:0.25072429|27955:0.22987682|45306:0.02686250|6584:0.02455879|28160:0.02507243|27956:0.23163096|27999:0.02642112|45311:0.03240327|26557:0.02029629|29924:0.02026829|27161:0.02720059|25958:0.02016982|30174:0.02447917|45267:0.02333812|46530:0.02355640|45743:0.07498484|24237:0.02619138|30084:0.02655044|12552:0.03123680|12553:0.03256548|38497:0.07953921|3750:0.16324545|44888:0.08710927|12522:0.08564192|2230:0.06698203|45855:0.03068048|27578:0.15964292|28161:0.02700696|45856:0.03300190|28001:0.02870388|29916:0.42097175|28012:0.18199204|45887:0.09523290|12526:0.11481048|27964:0.18199204|28013:0.18966808|24240:0.03381557|30086:0.03117760|38498:0.07162487|32369:0.03068048|44933:0.02811089|44207:0.03209711|21787:0.02738083|29925:0.03619889|321:0.03359634|27162:0.03224730|322:0.03359634|45828:0.03224730|45745:0.10987831|16970:0.14252877|16971:0.03764512|8801:0.03764512|16972:0.03764512|3194:0.03764512|8802:0.03764512|12531:0.23948530|12532:0.23948530|29923:0.39914217|28022:0.03991422|37147:0.03900943|27966:0.03991422|12528:0.11974265,2,2
6425:0.01087950|18108:0.05254462|40320:0.00676741|36899:0.00661508|41932:0.00430801|21582:0.04890930|46637:0.00692890|26249:0.00977179|10620:0.05265144|13813:0.06068399|21940:0.08063255|17263:0.23861232|11146:0.00841323|17428:0.05367858|17468:0.01807497|37159:0.00905021|21692:0.00873264|13854:0.05659507|13856:0.05042473|20008:0.00974271|44679:0.35644653|21924:0.28346430|39834:0.16107742|17728:0.01527557|17440:0.01344472|10672:0.02849018|23176:0.32591698|23200:0.04646576|13889:0.04806820|13890:0.05059888|44698:0.06243525|43255:0.35684883|10673:0.03412300|19602:0.04450411|19817:0.06260060|17717:0.02131205|17525:0.01788112|23193:0.03859568|23186:0.01828635|44690:0.03566523|17668:0.09273348|13007:0.11512730|23187:0.02163482|10869:0.02119334|39835:0.06787711|44729:0.06358002|40387:0.02031477|1865:0.11312852|36605:0.16843354|43165:0.59355133,2,2
6425:0.01565760|18108:0.05671604|40320:0.01947910|36899:0.01904065|29109:0.06043342|41932:0.00413335|47879:0.01827880|21582:0.00782106|46637:0.01329596|31386:0.30424446|48347:0.00727637|43376:0.01543710|4296:0.06179187|3102:0.00673079|10620:0.02020670|13813:0.00582236|10690:0.02051242|4871:0.10561992|35232:0.02971396|6804:0.10241580|27300:0.03263836|40238:0.05557301|42546:0.06223098|38006:0.02596237|41938:0.01454338|29408:0.03511704|46638:0.01949374|19621:0.05280126|36951:0.05356823|34936:0.28848315|23281:0.03329435|8783:0.01635887|29393:0.05587672|8840:0.03907759|31611:0.10745115|6443:0.02398246|31577:0.06086951|31557:0.01421299|27511:0.01965548|34978:0.11254953|38409:0.01065207|38294:0.01056601|3187:0.00905479|38415:0.01475035|3909:0.00978209|47284:0.02799334|47327:0.01360986|1490:0.01946616|42473:0.09174207|24137:0.09036344|16366:0.01926323|20195:0.11370453|20750:0.02799082|20691:0.08571964|12223:0.01354605|12172:0.03785479|25508:0.01384901|39961:0.02599782|25522:0.03023525|8629:0.02376194|25537:0.06609937|24891:0.02799082|45072:0.02894530|15237:0.04159739|13294:0.01164636|44322:0.01802744|6929:0.01706393|25588:0.03332110|20765:0.01438825|12224:0.01363661|20390:0.02639440|1504:0.01491124|20773:0.01462185|20725:0.01489849|39970:0.03023525|25526:0.01561496|18836:0.01495638|20697:0.01629094|8638:0.02923232|25571:0.02843566|47949:0.02799969|24894:0.02927797|45073:0.02927797|15256:0.02925510|20707:0.02920965|12191:0.01371863|20454:0.02727322|20375:0.01449962|5025:0.11385929|48021:0.01809485|44323:0.01830870|12187:0.01796180|38218:0.01654751|20341:0.01478050|47910:0.01714054|18815:0.01359092|20726:0.01604814|39972:0.01561496|20698:0.01629094|8639:0.02927797|25574:0.02869420|47951:0.02927797|24895:0.02927797|45074:0.02948873|48022:0.01835881|44324:0.01830870|38219:0.01664774|18824:0.01886153|20400:0.01470874|28675:0.01101579|29663:0.04992532|6820:0.01133494|4311:0.01758179|1501:0.01642762|20554:0.01663499|20292:0.01643936|20555:0.01736845|25527:0.01809485|20293:0.01645115|15257:0.01717186|31499:0.04705458|31584:0.04742534|19225:0.04588156|981:0.02111110|25080:0.01978621|40283:0.04461954|27489:0.04826613|36161:0.02501625|22574:0.01675214|5066:0.01731784|5039:0.03740773|48368:0.01915661|22575:0.02069259|21890:0.04089595|35004:0.01941284|6465:0.01659712|6463:0.01783546|5032:0.07879320|22576:0.02201552|21891:0.04192737|46673:0.02891321|5044:0.02022514|31581:0.03278549|31615:0.07765137|31628:0.01428163|25619:0.01435732|35001:0.01675214|31504:0.06027805|10832:0.02039038|19235:0.01840993|31443:0.04616559|20284:0.01651094|25523:0.01775464|20394:0.01720357|39971:0.01775464|42483:0.01725191|24738:0.05538639|9093:0.01733460|14038:0.01688907|29301:0.03154428|19012:0.05835505|20767:0.01745515|20710:0.01754495|25548:0.01854252|19234:0.01640432|42476:0.02027902|4386:0.01455444|4447:0.03415813|13307:0.01926323|4427:0.03440715|31444:0.03480554|42502:0.01957196|43426:0.03838330|23317:0.03567091|6808:0.10970410|36163:0.01583603|12486:0.21974140|12179:0.01750864|31645:0.01660968|25624:0.01851543|12227:0.01750864|5047:0.01781501|20462:0.03297370|6658:0.03948374|20478:0.01626887|31560:0.01922718|6811:0.02096369|4313:0.02022514|24226:0.04089595|42565:0.02190890|4459:0.02152272|4004:0.01798349|35291:0.03713980|29308:0.04207261|35000:0.01949114|36952:0.06356456|36162:0.01912205|31426:0.15793497|31410:0.03766159|43427:0.04034480|20285:0.02056730|27438:0.02126772|38315:0.01919165|19725:0.01908797|35294:0.02111110|34973:0.02033408|42567:0.02007013|22494:0.01785608|26082:0.05470611|6837:0.02118819|9477:0.05963197|36701:0.05963197|36608:0.05949406|40256:0.01983135|19158:0.02089311|526:0.02027902|6832:0.01945168|42513:0.04554562|22495:0.02236566|22050:0.67796017,2,2
42638:0.00605341|18108:0.04911086|40320:0.03892408|36899:0.01141438|29109:0.07245660|26328:0.02359655|29343:0.02045878|41932:0.00495567|21582:0.01406557|46637:0.06376472|24927:0.04971939|48347:0.00872400|26249:0.01124087|10620:0.01211340|46735:0.02235362|17263:0.07265783|8218:0.00907024|4871:0.04221097|21692:0.01004550|18784:0.02724286|17655:0.01601431|30383:0.02929022|41967:0.00783283|30398:0.01920493|26420:0.03408131|38006:0.07003702|22617:0.17390811|29270:0.00982137|18924:0.06500288|46638:0.07011601|15985:0.06461561|11566:0.09366812|29247:0.03004037|8289:0.01477863|17728:0.01757209|37154:0.01875215|11623:0.04317677|41545:0.01705227|17661:0.03608639|17413:0.03930814|29313:0.01441394|39384:0.06716174|38473:0.02070373|29315:0.02084439|30682:0.02088582|16028:0.12276380|29251:0.04266993|16033:0.03771290|29489:0.01787016|29267:0.01988413|29319:0.02559741|22622:0.13805887|8143:0.04390240|27069:0.14332827|41554:0.01938926|38285:0.04427031|17663:0.05229009|14171:0.42493604|14192:0.02084439|14184:0.14170357|17415:0.05229009|35957:0.12524890|21792:0.02254076|25998:0.10019912|24947:0.01999060|18787:0.02431351|41575:0.04977476|14180:0.31374051|14174:0.10726116|18699:0.10199569|27058:0.45585993|33202:0.02437953|39396:0.31472088|27063:0.13484679|9248:0.11444395|39397:0.14305494|14185:0.11071756|27059:0.11071756|11639:0.02480936|5011:0.11444395|27060:0.11071756|38114:0.04755357|14173:0.13484679|22618:0.02614504|14181:0.05497107|22625:0.02383190|39398:0.11444395|46670:0.11444395|5012:0.11444395|18925:0.07741393|29490:0.02068416|17731:0.02216694|46746:0.02201127,2,2
42638:0.00608597|6425:0.01258244|18108:0.02658656|40320:0.00782669|36899:0.01912631|29109:0.00607053|26328:0.01186174|21582:0.01885498|23973:0.17020786|46637:0.00801347|31386:0.10187107|48347:0.00877093|10620:0.00608928|21733:0.01387755|37159:0.01046681|4871:0.02829202|35232:0.02387811|27300:0.03147379|26420:0.06852928|40238:0.01913932|38006:0.18777005|37205:0.03736541|46638:0.01174886|26425:0.02330870|11047:0.12335739|6443:0.01927228|38409:0.03851999|38294:0.01273626|5081:0.03338716|38257:0.04048316|24094:0.04539723|48394:0.02108325|24085:0.03064635|6470:0.01973209|38232:0.01684344|4949:0.01997610|27420:0.01399900|46847:0.17442907|21761:0.01562962|38209:0.03058264|38396:0.01732488|34203:0.05261168|24122:0.02081510|26362:0.04706062|10845:0.01908873|37336:0.01881207|18969:0.01397842|24046:0.01705747|22574:0.02019300|31637:0.03798014|31628:0.01721506|18976:0.01999109|27576:0.02326396|1592:0.01865362|31443:0.01854931|18577:0.01922550|33742:0.02121552|34833:0.02266201|5085:0.02330870|34206:0.04652792|26235:0.02157402|2890:0.07449925|46849:0.08183312|38139:0.15914968|46682:0.02130704|24090:0.04518021|35286:0.03768546|24054:0.02502126|11069:0.02518453|17080:0.81812916|46852:0.02573511|35109:0.12770106|2893:0.08134330|11087:0.04850703|24063:0.02195199|22577:0.02681220|22578:0.02681220|38412:0.02344703|6452:0.02288860|26369:0.05233449|31631:0.02479179|18779:0.08290017|24048:0.02518453|11083:0.05071427|40255:0.02479179|35196:0.05127218|17081:0.11214652|17084:0.25434380|17082:0.08410989,2,2
42638:0.00902769|6425:0.00466607|18108:0.01971873|40320:0.01160981|36899:0.00283712|29109:0.01350718|21582:0.01398437|23973:0.11881393|46637:0.01188686|45913:0.01222602|7152:0.11870533|7941:0.00659657|26249:0.02514594|13558:0.03759725|10620:0.01806520|21733:0.02058540|24027:0.01002530|4871:0.01049182|27300:0.00583587|11769:0.00772296|46638:0.01742780|15985:0.00688313|6555:0.00918030|23403:0.01346637|44679:0.23194854|24137:0.08078675|35517:0.05161163|21820:0.01100173|19430:0.01116507|37298:0.01112417|39961:0.01162129|10797:0.02538754|11788:0.01478286|7153:0.15037125|24046:0.02530237|39434:0.02285015|44698:0.01338882|29341:0.01615690|36657:0.01300207|5370:0.01817908|27514:0.01643588|15834:0.01081392|97:0.01518903|76:0.03485095|32486:0.21138166|5113:0.01462470|3679:0.16867765|9691:0.15908862|44701:0.03579750|46986:0.08524726|39472:0.32605581|39473:0.03656181|47656:0.01757239|44690:0.03059269|10091:0.01598228|3688:0.04496609|39953:0.01566925|5372:0.01940773|46966:0.05965823|13608:0.01657739|1785:0.01529634|24105:0.03761377|26276:0.03688577|5408:0.01887375|28652:0.08619129|19589:0.11324249|5377:0.11023803|3690:0.01874196|39193:0.78540989,2,2
42638:0.01179492|6425:0.01219269|18108:0.03680433|2074:0.15794574|47879:0.01067538|21582:0.04567736|30458:0.09265693|46637:0.03106098|48347:0.01699849|3102:0.01572394|13813:0.05440701|17263:0.26741366|17428:0.12031554|17468:0.02025668|4871:0.04112350|270:0.04444835|27300:0.15249438|21692:0.01957340|13854:0.05436540|13856:0.05651117|46638:0.04553975|30070:0.10148197|21781:0.02576585|6443:0.01867531|3909:0.06855648|19098:0.09249082|4916:0.03492474|24137:0.04222000|17389:0.02723577|17440:0.09040526|17390:0.02971572|27458:0.06048619|27591:0.03770586|21741:0.03407915|41062:0.06434045|18190:0.03972406|24201:0.04428372|30186:0.03768153|21607:0.03275747|13899:0.03690914|13900:0.03868577|312:0.08966807|27462:0.04517341|30166:0.02947780|19177:0.03243167|30169:0.04288841|30174:0.03533286|2098:0.04491705|24185:0.03865701|3972:0.03172367|21742:0.04392009|4917:0.04413555|3992:0.03910399|41067:0.04712518|46647:0.04176254|2091:0.04451326|49115:0.03843189|49116:0.04763442|27330:0.04103002|17264:0.08715548|49310:0.03670010|2105:0.09975181|21787:0.03952106|5096:0.04688627|10040:0.54326046|20127:0.65224750,2,2
42638:0.01378734|18108:0.07528744|40320:0.01329811|36899:0.01083232|26328:0.01343596|41932:0.00282178|21582:0.00533933|46637:0.00907697|24927:0.01698624|26572:0.01133920|7941:0.04029787|48347:0.00496748|43376:0.01053869|4296:0.11073417|3102:0.16542054|10620:0.01034613|46735:0.00636412|3111:0.07408917|13813:0.02782393|17263:0.17927709|11146:0.02204291|17428:0.01506852|17468:0.02959810|46143:0.00770503|46010:0.00679521|4871:0.00400585|6804:0.01271233|27300:0.00445635|3224:0.03115577|21692:0.00571994|13854:0.02118297|13856:0.01651429|36754:0.26493507|19495:0.05436169|37316:0.01311487|20008:0.02552619|26286:0.00850273|46701:0.00594548|10491:0.00678619|11252:0.00724907|15985:0.01051211|31074:0.02651260|10393:0.08626585|10287:0.00995514|8783:0.01116798|16143:0.01537738|36857:0.00917344|5637:0.03456288|45813:0.25443612|16447:0.00792843|46296:0.05526404|21163:0.02963886|46322:0.01735315|22717:0.05859701|29993:0.00691123|11047:0.02794573|40459:0.02338204|21198:0.01066012|13885:0.00824073|22752:0.00798553|46303:0.03345642|3187:0.00618158|13887:0.00847836|34704:0.03922550|3584:0.00708713|3909:0.02003429|4916:0.01020607|18929:0.01041306|5650:0.02403112|17389:0.00795912|9674:0.00856608|42019:0.04956493|31985:0.00829059|42714:0.00940389|9676:0.00960049|8113:0.01212084|8017:0.03030873|42715:0.00966707|9678:0.01281431|46708:0.00941501|17390:0.00868384|28710:0.03977777|41023:0.01819061|19682:0.00853745|36858:0.00837050|36861:0.00924770|41782:0.03042911|26290:0.01130516|6820:0.00773821|22747:0.00880835|41797:0.01062580|36999:0.00938460|3206:0.00837961|17513:0.01705824|17413:0.01119110|17518:0.01168050|3210:0.03982055|11179:0.00964140|11156:0.01161867|3214:0.01327939|3212:0.01217602|30535:0.45270727|19191:0.01117541|32053:0.03142246|11240:0.02378493|36878:0.01373615|19507:0.00927319|19506:0.01101169|35590:0.01090842|35591:0.01083647|45841:0.01184560|17259:0.01294105|3240:0.03327478|17260:0.01451918|49298:0.01325288|31110:0.00954541|9805:0.01154926|26557:0.00856100|11152:0.02149812|36827:0.01055372|46381:0.02044778|27527:0.01099053|5642:0.02189797|36784:0.01059215|44353:0.06335492|41156:0.00918559|36777:0.01317571|42079:0.01160858|32987:0.18170360|10689:0.02424169|9559:0.03930561|3105:0.01021051|34766:0.01338977|10280:0.01116762|10405:0.01130516|44995:0.03005938|9687:0.01208060|18451:0.02091735|7988:0.01296312|8018:0.01373615|23355:0.01112160|36797:0.01112918|8812:0.02449518|3199:0.01240040|17579:0.01421658|5461:0.00984404|10401:0.01026009|36780:0.08921712|37002:0.01072489|43417:0.02480079|32801:0.08503746|24966:0.01307795|46753:0.01307795|36821:0.01253330|30005:0.01112160|31112:0.01118324|17654:0.02208063|6942:0.02141396|36989:0.01213447|21196:0.01431162|49350:0.01127179|46383:0.02938652|3232:0.01347750|26345:0.03130073|16392:0.05853297|16389:0.01322677|10394:0.05982627|32725:0.02601627|11253:0.01436119|29660:0.01380742|5463:0.01333369|49535:0.04355754|3266:0.03792069|36765:0.05673908|49536:0.01565037|10492:0.01186887|19497:0.05020266|36768:0.01587874|36767:0.01338977|36785:0.01338977|36766:0.01353859|28507:0.13338004|10395:0.02689551|28752:0.01482000|3211:0.02298385|41795:0.01312613|49304:0.01217602|32996:0.01417097|6908:0.01388180|52:0.01526872|18389:0.01426344|34705:0.03960314|8813:0.01392023|10494:0.01380742|3236:0.01289775|3260:0.01408324|28988:0.02892976|23356:0.01544892|19797:0.01600549|34706:0.02872239|30573:0.62601465|3255:0.01347750|17258:0.01404101|6916:0.04293485|30539:0.03109336|24971:0.01294105|31133:0.01347750|3251:0.01388180|36781:0.05508566|6923:0.11644086|30006:0.01587874|28989:0.07825183,2,2
42638:0.01580774|6425:0.04902254|18108:0.02959547|36899:0.00993576|21582:0.01224351|23973:0.10402326|7941:0.04620314|22346:0.06262947|6514:0.03967672|4871:0.03674293|27300:0.04087510|22078:0.06504487|13102:0.08668091|38006:0.08128583|11769:0.05409248|14118:0.08095540|42166:0.08261831|14131:0.08498620|45813:0.11384248|24415:0.19296290|6443:0.05005793|45859:0.08560804|38409:0.06670135|24137:0.11316789|20917:0.06086091|31887:0.12447828|44194:0.08698411|20939:0.10515120|46155:0.13363543|26054:0.04735368|24237:0.10133170|24263:0.05465048|22366:0.06402076|24264:0.05552615|45846:0.12334719|22367:0.06499035|24238:0.06633829|12305:0.08212215|12317:0.04913123|27379:0.12446819|11840:0.11092926|12320:0.05481797|24423:0.11698651|4276:0.11302402|38263:0.11830239|32502:0.05955352|42901:0.05955352|4957:0.05571366|44195:0.06402076|16268:0.05534302|16269:0.05637318|8125:0.06223410|20941:0.13855454|21746:0.05814067|32506:0.06586277|33403:0.52690218|33402:0.19318303|26074:0.13855454|46161:0.06458802|33404:0.13422085|6453:0.05997761|22358:0.06253012|19329:0.06827459|38264:0.12698355|32497:0.13593390|4280:0.06181001|19330:0.13593390|22359:0.06315795|22087:0.12536486|14619:0.19901488|24419:0.06299622|24420:0.06402076|24184:0.12567551|33405:0.27710909|31899:0.19047533,2,2
42638:0.00532778|6425:0.00550745|18108:0.02992422|40320:0.01370328|36899:0.00669742|29109:0.04251408|41932:0.00436163|47879:0.00964416|21582:0.01650602|46637:0.14731801|31386:0.05350795|48347:0.03839119|43376:0.00814484|4296:0.02445172|3102:0.02841010|10620:0.00533068|3111:0.01761843|13813:0.05529536|17263:0.23447683|17428:0.07763812|17468:0.00914997|4871:0.10526139|35232:0.18813024|6804:0.01964948|49171:0.08789837|27300:0.02066457|13854:0.05729948|13856:0.05956106|40238:0.01675493|38006:0.01369813|46638:0.17484810|35277:0.01469454|49321:0.03854556|46701:0.03675974|34936:0.11415596|23281:0.05855529|8783:0.00863118|45813:0.00959225|7009:0.07504619|22717:0.04528676|8840:0.02749054|31611:0.01619794|17673:0.01692387|13885:0.01273771|22752:0.01234325|3187:0.00955488|13887:0.01310501|2685:0.08989619|2691:0.02021462|3584:0.17527345|29136:0.04139320|49327:0.01808721|1490:0.05135316|24137:0.12396039|17389:0.02460487|17440:0.04083617|17390:0.01342263|20195:0.27596403|12223:0.01429419|12172:0.02663032|25508:0.01461388|41476:0.10898119|39961:0.01371683|25522:0.01595256|8629:0.01253715|25537:0.02790000|24891:0.01476837|45072:0.01527196|15237:0.02926319|13294:0.06144789|6973:0.01623843|518:0.03144264|36637:0.03132322|26305:0.03123217|36275:0.09308930|35733:0.01660546|44322:0.01902309|12224:0.01438975|20390:0.01392607|41481:0.01711004|29118:0.04270851|39970:0.01595256|25526:0.01647737|8638:0.01542340|25571:0.01500307|47949:0.01477305|24894:0.01544749|45073:0.01544749|15256:0.01543542|13297:0.01630452|20454:0.01438975|4877:0.01632131|5025:0.06007383|36639:0.03152377|5070:0.06672615|7048:0.01797469|35734:0.01669120|7056:0.05577684|48021:0.01909422|44323:0.01931988|12187:0.01895382|38218:0.03492284|20341:0.07798407|18815:0.01434154|29498:0.01521042|39972:0.01647737|8639:0.01544749|25574:0.01513948|47951:0.01544749|24895:0.01544749|45074:0.01555868|46640:0.01661485|46671:0.06684257|46680:0.06740346|7049:0.01808721|48022:0.01937275|44324:0.01931988|38219:0.03513436|49347:0.01737223|24165:0.01810368|6820:0.01196096|6508:0.01916732|1501:0.03466982|20554:0.01755373|20292:0.01734729|20455:0.01724982|29121:0.01769145|1503:0.01764937|20555:0.01832770|25527:0.01909422|18822:0.01743563|20293:0.01735973|15257:0.01812025|21741:0.01539360|25779:0.04297698|19225:0.01210389|39416:0.05200473|17633:0.01825673|17513:0.01318348|19416:0.02771778|17392:0.01705391|40283:0.01569462|37746:0.02799701|36161:0.03959682|5039:0.01315791|36179:0.01535827|41488:0.01549018|36180:0.01583091|46673:0.01525504|3638:0.03328645|33422:0.15256235|13863:0.01786678|27601:0.01834574|44300:0.06195872|25619:0.01515027|35139:0.09453049|6098:0.13013635|41973:0.01739741|17684:0.01547180|44302:0.04268433|26314:0.04225248|20526:0.03069320|41493:0.04866648|20260:0.13775534|17491:0.05230689|44303:0.04303306|36645:0.04225248|26315:0.04340643|41495:0.05004461|17458:0.01574153|4987:0.01625480|46664:0.02083220|24219:0.01674007|43255:0.38136199|49341:0.01562254|20284:0.01742283|45787:0.01836391|37699:0.12426853|19518:0.04214981|37216:0.01760796|37214:0.01810368|13330:0.02235840|23288:0.02060992|4910:0.01489291|2694:0.02176849|46645:0.01795901|3632:0.02078622|18244:0.01659610|3609:0.01608778|3649:0.11155368|3650:0.11639753|5045:0.02078622|7023:0.01875628|35020:0.01847563|35021:0.02048500|35151:0.01823928|45874:0.02183542|12179:0.01847563|45790:0.02028909|36184:0.01690280|35159:0.04367085|20593:0.01735973|12227:0.01847563|36185:0.01737223|20594:0.01789716|17308:0.03843440|37747:0.02280754|4446:0.06208981|20342:0.02000301|17493:0.06075477|20527:0.02290731|3158:0.04235718|24243:0.01802233|46715:0.02128651|35017:0.02032713|8796:0.02212150|35000:0.04113524|522:0.01962471|41506:0.03790763|523:0.02010670|17689:0.02107490|25793:0.02204702|40326:0.01902309|36279:0.09204399|40327:0.02235840|3610:0.02176849|5071:0.09204399|24155:0.02176849|24188:0.02157731|22792:0.01948178|22757:0.01980710|24166:0.02032713|25617:0.01996934|6100:0.02170321|20262:0.02183542|21802:0.01803840|46722:0.02204702|20286:0.02197459|6510:0.02219813|24145:0.02157731|31408:0.06369599|20404:0.02052599|7024:0.02139902|2686:0.02190409|35153:0.04602199|8733:0.02157731|6107:0.07209161|25102:0.09123017|6972:0.02069660|6974:0.02069660|44301:0.02271140|7057:0.06550627|7038:0.02134216|7047:0.02311891|5263:0.07912865|5266:0.07912865|6101:0.07713552|32516:0.41783430,2,2
3404:0.31825897|18108:0.02094003|36899:0.04217977|12776:0.04964995|45265:0.05077918|11047:0.06801086|34704:0.07636972|37091:0.06805030|37394:0.06972423|41782:0.07405459|18060:0.42666373|3459:0.14863651|18811:0.10645246|18077:0.11908496|8735:0.76046559|3442:0.14364001|14496:0.13209965|3502:0.14133991,2,2
40075:0.00308323|18108:0.01142853|40320:0.00084110|36899:0.00986599|29109:0.01565691|37247:0.02969268|41932:0.00053543|23973:0.00215193|26754:0.00456309|7941:0.02963001|48347:0.00094257|43376:0.00099985|4296:0.00300166|3102:0.00261569|13558:0.01416384|10620:0.00196316|23996:0.00407693|3111:0.00216281|1000:0.00163655|13813:0.00150844|43583:0.00252963|12776:0.01451661|22346:0.00259124|8218:0.00391992|12793:0.00181699|12546:0.09141576|27300:0.00676468|22078:0.00269117|30984:0.00320478|46777:0.00367108|2774:0.00349994|0:0.00792429|27673:0.00113390|44924:0.00155890|11746:0.02244605|13102:0.00358634|38006:0.00252235|40762:0.00211174|11769:0.02685633|46557:0.00147717|29270:0.00530567|29408:0.00113725|45265:0.00989785|11832:0.00167323|18619:0.00174341|11836:0.00240552|8783:0.00211910|17977:0.00262401|4817:0.00181816|29993:0.00262279|44203:0.00288290|11047:0.00132566|38294:0.00273741|3187:0.00117294|29195:0.00159002|37249:0.00220462|35986:0.00214195|24137:0.00468222|45286:0.00144754|20195:0.00147291|39961:0.00168386|39271:0.00173427|20917:0.00125903|23819:0.02153229|6966:0.00437923|29663:0.00161681|40094:0.00395936|8044:0.00665737|11075:0.00204310|4311:0.00227752|4312:0.00240910|15878:0.00343431|25779:0.00703440|16408:0.00504466|16896:0.00144941|48430:0.00142022|5973:0.00192260|33682:0.00156985|44940:0.03402767|14305:0.08235801|11877:0.02659504|37253:0.00669442|8440:0.01449788|13118:0.00214997|26237:0.00169128|19061:0.00186994|23957:0.03283283|37556:0.03716682|36261:0.00240197|12589:0.00196284|7976:0.01137780|14563:0.00458960|14426:0.01062496|39266:0.00837406|37257:0.00193659|14784:0.00494526|4851:0.00377216|17991:0.00191780|24757:0.00162994|8313:0.00423807|36632:0.00220081|923:0.00208411|9475:0.00620199|46502:0.00191780|2943:0.04026422|18625:0.00222853|21025:0.00215487|29671:0.00191860|25690:0.00197968|44932:0.00200358|24156:0.00844698|11882:0.03929903|45279:0.01679213|9892:0.00222647|14748:0.03677114|28:0.00531288|36321:0.00911973|12834:0.00232956|4386:0.00377072|15011:0.00200670|15012:0.00203389|12836:0.00226341|3137:0.00404111|39926:0.00210745|27578:0.00425906|12780:0.00399691|12781:0.00220081|20290:0.00254614|29577:0.01964435|15885:0.00449537|17981:0.00225210|7977:0.00826430|23997:0.00248606|13153:0.00500975|13391:0.00288138|44208:0.00497212|47761:0.00504971|7984:0.00242011|26769:0.00247263|14775:0.00234104|14776:0.00268892|30608:0.00714440|23848:0.00247263|18710:0.01317024|25975:0.00268892|22116:0.00776138|2795:0.04690252|2783:0.00512615|12984:0.03613324|18705:0.02206268|12985:0.04251821|12511:0.01456931|12782:0.00255733|35701:0.00874158|46503:0.00268892|46504:0.00269757|14805:0.01219657|14806:0.01225705|2528:0.00255733|4854:0.00274469|14427:0.01419024|48441:0.00251974|16905:0.00265644|14757:0.01412400|11820:0.01412400|14807:0.01412400|8441:0.00514976|8228:0.00279982|44951:0.00268892|6893:0.00593926|5534:0.00586281|4833:0.01172563|13607:0.02375705|12573:0.04186806|45179:0.00557604|11759:0.04079406|20823:0.08625353|25179:0.50187595|2802:0.05020655|24376:0.49239082|5368:0.03834944|34586:0.04418892|29610:0.04152948|16415:0.01618955|20006:0.04345823|14760:0.01495288|5253:0.03156351|2733:0.00589991|23820:0.02266537|23845:0.05355365|23839:0.18938108|25796:0.03237909|12604:0.02840716|34587:0.04418892|20824:0.04209282|20007:0.04734527|12583:0.09469054|25180:0.48892431|12816:0.03012393|14309:0.11380151|24387:0.02590327|16416:0.00669421|44946:0.02590327|23963:0.02590327|2945:0.03237909|37559:0.03237909|19025:0.01295164|14758:0.01495288|14761:0.01495288|8036:0.02266537|24377:0.03237909|5254:0.02914118|24379:0.02266537|24386:0.05355365|24380:0.19427456|23844:0.02590327|23841:0.02590327|23840:0.02590327|23843:0.02590327|23842:0.03237909|12605:0.02840716|34588:0.04418892|12986:0.04418892|12574:0.04418892|12817:0.03012393|14310:0.11380151|12584:0.09706599|25185:0.02590327|11760:0.03787622|16417:0.00669421|44947:0.02590327|23964:0.02590327|2946:0.03237909|37560:0.03237909|19026:0.01295164|11821:0.01495288|14759:0.01495288|8037:0.02266537|25181:0.03237909|24378:0.02914118|25182:0.02266537|25184:0.05355365|25183:0.19427456|24385:0.02590327|24382:0.02590327|24381:0.02590327|24384:0.02590327|24383:0.03237909,2,2
